Year,Date,DOY,Tree_ID,Ypd,Ymd
2011,2011-04-13,103,P001,-2.03,-2.57
2011,2011-04-13,103,P002,-1.52,-2.11
2011,2011-04-13,103,P003,-1.9,-2.41
2011,2011-04-13,103,P004,-1.9,-2.54
2011,2011-04-13,103,P005,-2.36,-2.57
2011,2011-04-13,103,P006,-1.97,-2.27
2011,2011-04-13,103,P007,-1.97,-2.3
2011,2011-04-13,103,P008,-2.07,-2.57
2011,2011-04-13,103,P009,-2.34,-2.43
2011,2011-04-13,103,P010,-2.01,-2.38
2011,2011-04-13,103,P011,-2.3,-2.42
2011,2011-04-13,103,P013,-2.11,-2.35
2011,2011-04-13,103,P014,-2.14,-2.52
2011,2011-04-13,103,P015,-2.21,-2.5
2011,2011-04-13,103,P016,-2.18,-2.41
2011,2011-04-13,103,P017,-2.42,-2.51
2011,2011-04-13,103,P018,-1.95,-2.42
2011,2011-04-13,103,P020,-2.2,-2.39
2011,2011-04-13,103,P021,-2.11,-2.35
2011,2011-04-13,103,P022,-2.1,-2.47
2011,2011-04-13,103,P023,-2.01,-3.3
2011,2011-04-13,103,P024,-2.43,-2.86
2011,2011-04-13,103,P025,-2.33,-2.33
2011,2011-04-13,103,P026,-2.46,-2.81
2011,2011-04-13,103,P027,-1.84,-2.37
2011,2011-04-13,103,P028,-2.11,-2.83
2011,2011-04-13,103,P029,-2.13,-2.74
2011,2011-04-13,103,P030,-2.07,-2.74
2011,2011-04-13,103,P031,-1.87,-2.61
2011,2011-04-13,103,P032,-1.99,-2.68
2011,2011-04-13,103,J101,-1.98,-2.85
2011,2011-04-13,103,J102,-2.6,-3.25
2011,2011-04-13,103,J103,-2.7,-3.35
2011,2011-04-13,103,J104,-2.13,-2.78
2011,2011-04-13,103,J105,-2.6,-2.98
2011,2011-04-13,103,J106,-2.35,-3.2
2011,2011-04-13,103,J107,-2.7,-3.25
2011,2011-04-13,103,J108,-2.8,-3.53
2011,2011-04-13,103,J109,-3.15,-3.73
2011,2011-04-13,103,J110,-2.78,-3.23
2011,2011-04-13,103,J111,-2.45,-3.13
2011,2011-04-13,103,J112,-3.23,-3.8
2011,2011-04-13,103,J113,-2.8,-3.43
2011,2011-04-13,103,J114,-2.63,-3.15
2011,2011-04-13,103,J115,-2.63,-3.05
2011,2011-04-13,103,J116,-2.55,-3.35
2011,2011-04-13,103,J117,-2.43,-3.03
2011,2011-04-13,103,J118,-2.35,-3.1
2011,2011-04-13,103,J119,-2.4,-2.95
2011,2011-04-13,103,J120,-2.73,-3.4
2011,2011-04-13,103,J121,-2.25,-3.13
2011,2011-04-13,103,J122,-2.33,-2.98
2011,2011-04-13,103,J123,-2.35,-3.15
2011,2011-04-13,103,J124,-2.63,-3.2
2011,2011-04-13,103,J125,-2.7,-3.05
2011,2011-04-13,103,J126,-2.7,-3.43
2011,2011-04-13,103,J127,-2.95,-3.53
2011,2011-04-13,103,J128,-2.7,-3.18
2011,2011-04-13,103,J129,-3.03,-3.5
2011,2011-04-13,103,J130,-2.65,-3.1
2011,2011-04-13,103,J131,-2.75,-3.28
2011,2011-05-16,136,P001,-2.23,-2.39
2011,2011-05-16,136,P002,-2.31,-1.72
2011,2011-05-16,136,P003,-1.78,-2.1
2011,2011-05-16,136,P004,-2.29,-2.36
2011,2011-05-16,136,P005,-2.37,-2.46
2011,2011-05-16,136,P006,-1.96,-2.27
2011,2011-05-16,136,P007,-1.87,-2.33
2011,2011-05-16,136,P008,-2.22,-3.26
2011,2011-05-16,136,P009,-2.29,-2.42
2011,2011-05-16,136,P010,-2.21,-2.23
2011,2011-05-16,136,P011,-2.41,-2.68
2011,2011-05-16,136,P013,-2.07,-2.29
2011,2011-05-16,136,P014,-2.5,-2.25
2011,2011-05-16,136,P015,-3.23,-2.33
2011,2011-05-16,136,P016,-2.41,-2.21
2011,2011-05-16,136,P017,-2.56,-2.26
2011,2011-05-16,136,P018,-1.94,-2.26
2011,2011-05-16,136,P020,-2.14,-2.72
2011,2011-05-16,136,P021,-2.14,-2.65
2011,2011-05-16,136,P022,-2.26,-2.24
2011,2011-05-16,136,P023,-2.3,-2.54
2011,2011-05-16,136,P024,-2.41,-2.5
2011,2011-05-16,136,P025,-2.49,-2.54
2011,2011-05-16,136,P026,-2.58,-2.8
2011,2011-05-16,136,P027,-1.98,-2.27
2011,2011-05-16,136,P028,-2.26,-2.29
2011,2011-05-16,136,P029,-2.37,-2.76
2011,2011-05-16,136,P030,-2.12,-3.01
2011,2011-05-16,136,P031,-2.03,-2.58
2011,2011-05-16,136,P032,-2.1,-2.13
2011,2011-05-16,136,J101,-3.05,-3.8
2011,2011-05-16,136,J102,-3.8,-4.2
2011,2011-05-16,136,J103,-3.81,-4.15
2011,2011-05-16,136,J104,-3,-3.6
2011,2011-05-16,136,J105,-3.22,-4
2011,2011-05-16,136,J106,-3.72,-4.25
2011,2011-05-16,136,J107,-3.75,-3.95
2011,2011-05-16,136,J108,-4.13,-4.95
2011,2011-05-16,136,J109,-4.55,-4.75
2011,2011-05-16,136,J110,-3.82,-3.85
2011,2011-05-16,136,J111,-3.54,-3.85
2011,2011-05-16,136,J112,-4.52,-4.7
2011,2011-05-16,136,J113,-3.85,-4.3
2011,2011-05-16,136,J114,-3.84,-4.2
2011,2011-05-16,136,J115,-3.65,-4.1
2011,2011-05-16,136,J116,-3.5,-4
2011,2011-05-16,136,J117,-3.59,-4.1
2011,2011-05-16,136,J118,-3.24,-3.55
2011,2011-05-16,136,J119,-3.49,-4.05
2011,2011-05-16,136,J120,-4.24,-4.7
2011,2011-05-16,136,J121,-3.26,-3.9
2011,2011-05-16,136,J122,-3.6,-4.2
2011,2011-05-16,136,J123,-3.77,-4.3
2011,2011-05-16,136,J124,-4.13,-4.75
2011,2011-05-16,136,J125,-4.53,-4.93
2011,2011-05-16,136,J126,-4.21,-4.65
2011,2011-05-16,136,J127,-4.21,-4.6
2011,2011-05-16,136,J128,-3.98,-4.6
2011,2011-05-16,136,J129,-4.28,-5.03
2011,2011-05-16,136,J130,-4.38,-4.87
2011,2011-05-16,136,J131,-4.31,-4.51
2011,2011-06-14,165,P001,-2.18,-2.22
2011,2011-06-14,165,P002,-2.06,-1.63
2011,2011-06-14,165,P003,-1.78,-1.84
2011,2011-06-14,165,P004,-2.19,-2.02
2011,2011-06-14,165,P005,-2.53,-2.39
2011,2011-06-14,165,P006,-2.27,-1.5
2011,2011-06-14,165,P007,-2.07,-1.97
2011,2011-06-14,165,P008,-2.46,-2.18
2011,2011-06-14,165,P009,-2.61,-2.68
2011,2011-06-14,165,P010,-1.93,-1.82
2011,2011-06-14,165,P011,-2.31,-2.07
2011,2011-06-14,165,P013,-2.05,-1.85
2011,2011-06-14,165,P014,-1.97,-1.93
2011,2011-06-14,165,P015,-2.38,-2.08
2011,2011-06-14,165,P016,-2.26,-2.27
2011,2011-06-14,165,P017,-2.2,-2.48
2011,2011-06-14,165,P018,-1.78,-1.82
2011,2011-06-14,165,P020,-2.57,-2.51
2011,2011-06-14,165,P021,-2.56,-2.08
2011,2011-06-14,165,P022,-2.18,-2.07
2011,2011-06-14,165,P023,-2.13,-1.91
2011,2011-06-14,165,P024,-2.46,-2.74
2011,2011-06-14,165,P025,-2.76,-2.15
2011,2011-06-14,165,P026,-2.64,-2.64
2011,2011-06-14,165,P027,-2.23,-1.98
2011,2011-06-14,165,P028,-2.32,-1.98
2011,2011-06-14,165,P029,-2.26,-2.22
2011,2011-06-14,165,P030,-2.25,-2.04
2011,2011-06-14,165,P031,-2.26,-2.1
2011,2011-06-14,165,P032,-2.38,-2.02
2011,2011-06-14,165,J101,-4.37,-4.65
2011,2011-06-14,165,J102,-5.1,-5.21
2011,2011-06-14,165,J103,-5.03,-5.03
2011,2011-06-14,165,J104,-4.5,-4.59
2011,2011-06-14,165,J105,-4.61,-4.67
2011,2011-06-14,165,J106,-4.97,-5.2
2011,2011-06-14,165,J107,-4.98,-5.13
2011,2011-06-14,165,J108,-5.19,-5.56
2011,2011-06-14,165,J109,-6.01,-6.59
2011,2011-06-14,165,J110,-5.56,-5.82
2011,2011-06-14,165,J111,-4.6,-4.96
2011,2011-06-14,165,J112,-5.7,-6.06
2011,2011-06-14,165,J113,-5.06,-5.35
2011,2011-06-14,165,J114,-5.26,-5.48
2011,2011-06-14,165,J115,-4.79,-5.35
2011,2011-06-14,165,J116,-4.87,-5.26
2011,2011-06-14,165,J117,-5,-5.31
2011,2011-06-14,165,J118,-4.5,-4.74
2011,2011-06-14,165,J119,-4.9,-5.05
2011,2011-06-14,165,J120,-5.71,-5.43
2011,2011-06-14,165,J121,-4.71,-4.37
2011,2011-06-14,165,J122,-5.49,-5.24
2011,2011-06-14,165,J123,-5.31,-5.17
2011,2011-06-14,165,J124,-5.77,-5.75
2011,2011-06-14,165,J125,-5.93,-5.78
2011,2011-06-14,165,J126,-5.23,-5.54
2011,2011-06-14,165,J127,-5.51,-5.33
2011,2011-06-14,165,J128,-5.24,-5.61
2011,2011-06-14,165,J129,-6.08,-5.99
2011,2011-06-14,165,J130,-5.86,-5.85
2011,2011-06-14,165,J131,-5.38,-5.23
2011,2011-06-14,165,Jnate,-5.28,-5.03
2011,2011-07-13,194,P001,-2.23,-2.17
2011,2011-07-13,194,P002,-2.16,-2
2011,2011-07-13,194,P003,-2,-2.03
2011,2011-07-13,194,P004,-2.23,-2.23
2011,2011-07-13,194,P005,-2.47,-2.89
2011,2011-07-13,194,P006,-2.2,-2.18
2011,2011-07-13,194,P007,-2.45,-2.54
2011,2011-07-13,194,P008,-2.57,-2.43
2011,2011-07-13,194,P009,-2.43,-2.6
2011,2011-07-13,194,P010,-2.05,-2.2
2011,2011-07-13,194,P011,-2.45,-2.45
2011,2011-07-13,194,P013,-2.4,-2.13
2011,2011-07-13,194,P014,-2.05,-2.19
2011,2011-07-13,194,P015,-2.45,-2.11
2011,2011-07-13,194,P016,-2.3,-2.27
2011,2011-07-13,194,P017,-2.05,-2.17
2011,2011-07-13,194,P018,-2.6,-2
2011,2011-07-13,194,P020,-2.55,-3.34
2011,2011-07-13,194,P021,-2.19,-2.77
2011,2011-07-13,194,P022,-2.55,-2.6
2011,2011-07-13,194,P023,-2.25,-2.18
2011,2011-07-13,194,P024,-2.3,-3.34
2011,2011-07-13,194,P025,-2.35,-2.82
2011,2011-07-13,194,P026,-2.08,-2.53
2011,2011-07-13,194,P027,-2.2,-2.45
2011,2011-07-13,194,P028,-2.45,-2.26
2011,2011-07-13,194,P029,-2.1,-2.54
2011,2011-07-13,194,P030,-2.4,-2.51
2011,2011-07-13,194,P031,-2.3,-2.3
2011,2011-07-13,194,P032,-1.5,-2.33
2011,2011-07-13,194,J101,-5.35,-5.55
2011,2011-07-13,194,J102,-6.2,-6.3
2011,2011-07-13,194,J103,-5.9,-5.85
2011,2011-07-13,194,J104,-5.45,-5.6
2011,2011-07-13,194,J105,-5.45,-5.4
2011,2011-07-13,194,J106,-6.4,-6.4
2011,2011-07-13,194,J107,-6.35,-6.4
2011,2011-07-13,194,J108,-6.2,-6.2
2011,2011-07-13,194,J109,-5.8,-6.9
2011,2011-07-13,194,J110,-6.5,-6.15
2011,2011-07-13,194,J111,-5.6,-5.45
2011,2011-07-13,194,J112,-7,-6.7
2011,2011-07-13,194,J113,-6,-6.05
2011,2011-07-13,194,J114,-5.95,-5.8
2011,2011-07-13,194,J115,-5.8,-5.6
2011,2011-07-13,194,J116,-5.8,-5.7
2011,2011-07-13,194,J117,-6,-5.6
2011,2011-07-13,194,J118,-5.7,-5.25
2011,2011-07-13,194,J119,-6.05,-5.65
2011,2011-07-13,194,J120,-6.65,-6.7
2011,2011-07-13,194,J121,-4.96,-5.18
2011,2011-07-13,194,J122,-5.95,-5.9
2011,2011-07-13,194,J123,-6.65,-6.1
2011,2011-07-13,194,J124,-6.9,-6.85
2011,2011-07-13,194,J125,-6.9,-6.85
2011,2011-07-13,194,J126,-6.2,-6.15
2011,2011-07-13,194,J127,-6.65,-6.4
2011,2011-07-13,194,J128,-6.42,-5.9
2011,2011-07-13,194,J129,-6.85,-6.7
2011,2011-07-13,194,J130,-6.9,-6.85
2011,2011-07-13,194,J131,-6.45,-6.23
2011,2011-07-13,194,Jnate,-6.4,-6.25
2011,2011-08-02,214,P001,-1.35,-1.91
2011,2011-08-02,214,P002,-1.1,-2.09
2011,2011-08-02,214,P003,-1.38,-1.85
2011,2011-08-02,214,P004,-1.38,-2.03
2011,2011-08-02,214,P005,-1.48,-1.87
2011,2011-08-02,214,P006,-1.1,-2.14
2011,2011-08-02,214,P007,-1.7,-2.02
2011,2011-08-02,214,P008,-1.38,-2.22
2011,2011-08-02,214,P009,-1.05,-2.22
2011,2011-08-02,214,P010,-1.25,-2.2
2011,2011-08-02,214,P011,-1.13,-2.52
2011,2011-08-02,214,P013,-1.15,-1.72
2011,2011-08-02,214,P014,-1.08,-2.23
2011,2011-08-02,214,P015,-1,-2.24
2011,2011-08-02,214,P016,-1.05,-2.17
2011,2011-08-02,214,P017,-1.05,-2.41
2011,2011-08-02,214,P018,-0.8,-1.95
2011,2011-08-02,214,P020,-1.15,-2.02
2011,2011-08-02,214,P021,-1.1,-2.03
2011,2011-08-02,214,P022,-0.93,-2.39
2011,2011-08-02,214,P023,-1.28,-2.74
2011,2011-08-02,214,P024,-1.23,-2.19
2011,2011-08-02,214,P025,-1.18,-2.42
2011,2011-08-02,214,P026,-1.2,-2.03
2011,2011-08-02,214,P027,-1.28,-2.14
2011,2011-08-02,214,P028,-1.2,-2.47
2011,2011-08-02,214,P029,-0.8,-2.5
2011,2011-08-02,214,P030,-1.35,-2.29
2011,2011-08-02,214,P031,-1.2,-2.04
2011,2011-08-02,214,P032,-1.2,-2.11
2011,2011-08-02,214,J101,-1.28,-2.45
2011,2011-08-02,214,J102,-1.18,-2.68
2011,2011-08-02,214,J103,-1.34,-2.5
2011,2011-08-02,214,J104,-1.29,-2.53
2011,2011-08-02,214,J105,-1.15,-2.23
2011,2011-08-02,214,J106,-1.42,-2.3
2011,2011-08-02,214,J107,-1.3,-2.18
2011,2011-08-02,214,J108,-1.15,-2.5
2011,2011-08-02,214,J109,-1.63,-2.85
2011,2011-08-02,214,J110,-1.15,-2.65
2011,2011-08-02,214,J111,-1.43,-2.75
2011,2011-08-02,214,J112,-1.1,-2.5
2011,2011-08-02,214,J113,-1.28,-2.3
2011,2011-08-02,214,J114,-1.11,-2.3
2011,2011-08-02,214,J115,-1.15,-2.4
2011,2011-08-02,214,J116,-1.06,-2.2
2011,2011-08-02,214,J117,-1.13,-2.48
2011,2011-08-02,214,J118,-1.09,-2.25
2011,2011-08-02,214,J119,-1.46,-2.43
2011,2011-08-02,214,J120,-1.6,-2.73
2011,2011-08-02,214,J121,-1.24,-2.48
2011,2011-08-02,214,J122,-1.09,-2.47
2011,2011-08-02,214,J123,-1.18,-2.43
2011,2011-08-02,214,J124,-2.29,-2.55
2011,2011-08-02,214,J125,-1.09,-2.38
2011,2011-08-02,214,J126,-1.22,-2.55
2011,2011-08-02,214,J127,-1.24,-2.4
2011,2011-08-02,214,J128,-1.04,-2.4
2011,2011-08-02,214,J129,-1.04,-2.83
2011,2011-08-02,214,J130,-0.99,-2.46
2011,2011-08-02,214,J131,-1.09,-2.6
2011,2011-08-02,214,Jnate,-1.5,-2.65
2011,2011-08-31,243,P001,-1.13,-1.6
2011,2011-08-31,243,P002,-0.83,-1.99
2011,2011-08-31,243,P003,-1,-2.3
2011,2011-08-31,243,P004,-1.11,-2.05
2011,2011-08-31,243,P005,-0.74,-1.95
2011,2011-08-31,243,P006,-0.85,-1.63
2011,2011-08-31,243,P007,-0.83,-1.93
2011,2011-08-31,243,P008,-0.92,NA
2011,2011-08-31,243,P009,-0.8,-2.1
2011,2011-08-31,243,P010,-0.99,-1.75
2011,2011-08-31,243,P011,-1.11,-2.03
2011,2011-08-31,243,P013,-0.98,-1.88
2011,2011-08-31,243,P014,-0.8,-1.88
2011,2011-08-31,243,P015,-1,-2.05
2011,2011-08-31,243,P016,-0.86,-2
2011,2011-08-31,243,P017,-0.95,-1.81
2011,2011-08-31,243,P018,-0.84,-1.9
2011,2011-08-31,243,P020,-0.85,-2.2
2011,2011-08-31,243,P021,-0.81,-1.85
2011,2011-08-31,243,P022,-0.91,-2.28
2011,2011-08-31,243,P023,-1.01,-1.85
2011,2011-08-31,243,P024,-1.08,-2.1
2011,2011-08-31,243,P025,-1,-1.8
2011,2011-08-31,243,P026,-0.96,-2
2011,2011-08-31,243,P027,-0.8,-2.03
2011,2011-08-31,243,P028,-1.12,-2.1
2011,2011-08-31,243,P029,-1.01,-2.25
2011,2011-08-31,243,P030,-1.09,-2.1
2011,2011-08-31,243,P031,-1.12,-1.7
2011,2011-08-31,243,P032,-1.08,-2.05
2011,2011-08-31,243,J101,-0.85,-2.9
2011,2011-08-31,243,J102,-1.18,-2.85
2011,2011-08-31,243,J103,-0.9,-2.28
2011,2011-08-31,243,J104,-0.93,-2.45
2011,2011-08-31,243,J105,-0.85,-2.6
2011,2011-08-31,243,J106,-0.88,-2.65
2011,2011-08-31,243,J107,-0.95,-2.28
2011,2011-08-31,243,J108,-0.8,-2.23
2011,2011-08-31,243,J109,-1.13,-2.13
2011,2011-08-31,243,J110,-0.88,-2.58
2011,2011-08-31,243,J111,-1.18,-3.03
2011,2011-08-31,243,J112,-0.88,-2.43
2011,2011-08-31,243,J113,-1.03,-2.45
2011,2011-08-31,243,J114,-1.08,-2.65
2011,2011-08-31,243,J115,-1.03,-2.58
2011,2011-08-31,243,J116,-1.18,-2.43
2011,2011-08-31,243,J117,-1.18,-2.5
2011,2011-08-31,243,J118,-0.98,-2.2
2011,2011-08-31,243,J119,-0.98,-2.6
2011,2011-08-31,243,J120,-1.05,-2.3
2011,2011-08-31,243,J121,-0.88,-2.28
2011,2011-08-31,243,J122,-0.98,-2.78
2011,2011-08-31,243,J123,-0.93,-2.63
2011,2011-08-31,243,J124,-1.28,-2.75
2011,2011-08-31,243,J125,-1.3,-2.48
2011,2011-08-31,243,J126,-1.43,-2.7
2011,2011-08-31,243,J127,-1.15,-2.55
2011,2011-08-31,243,J128,-1.08,-2.4
2011,2011-08-31,243,J129,-1.18,-2.75
2011,2011-08-31,243,J130,-0.75,-2.6
2011,2011-08-31,243,J131,-1.08,-2.41
2011,2011-08-31,243,Jnate,-1.15,-2.85
2011,2011-09-23,266,P001,-0.95,-2.88
2011,2011-09-23,266,P002,-1.03,-2.78
2011,2011-09-23,266,P003,-0.9,-2.88
2011,2011-09-23,266,P004,-0.85,-2.44
2011,2011-09-23,266,P005,-1.05,-2.4
2011,2011-09-23,266,P006,-0.8,-2.34
2011,2011-09-23,266,P007,-0.78,-2.58
2011,2011-09-23,266,P008,-0.85,-2.3
2011,2011-09-23,266,P009,-0.73,-2.5
2011,2011-09-23,266,P010,-1.05,-2.25
2011,2011-09-23,266,P011,-0.93,-2.57
2011,2011-09-23,266,P013,-0.95,-2.27
2011,2011-09-23,266,P014,-0.78,-2.53
2011,2011-09-23,266,P015,-0.65,-2.05
2011,2011-09-23,266,P016,-0.78,-2.15
2011,2011-09-23,266,P017,-0.78,-2.44
2011,2011-09-23,266,P018,-1.3,-2.03
2011,2011-09-23,266,P020,-0.95,-2.44
2011,2011-09-23,266,P021,-0.73,-2.36
2011,2011-09-23,266,P022,-0.8,-2.35
2011,2011-09-23,266,P023,-0.78,-2.45
2011,2011-09-23,266,P024,-0.8,-2.41
2011,2011-09-23,266,P025,-0.85,-2.53
2011,2011-09-23,266,P026,-1.3,-2.28
2011,2011-09-23,266,P027,-1.08,-2.18
2011,2011-09-23,266,P028,-1.08,-2.37
2011,2011-09-23,266,P029,-0.83,-2.21
2011,2011-09-23,266,P030,-0.75,-2.64
2011,2011-09-23,266,P031,-0.8,-2.08
2011,2011-09-23,266,P032,-0.68,-2.43
2011,2011-09-23,266,J101,-0.67,-2.1
2011,2011-09-23,266,J102,-0.82,-2.43
2011,2011-09-23,266,J103,-0.76,-2.17
2011,2011-09-23,266,J104,-0.85,-2.25
2011,2011-09-23,266,J105,-0.8,-2.12
2011,2011-09-23,266,J106,-0.75,-2.15
2011,2011-09-23,266,J107,-0.89,-2.12
2011,2011-09-23,266,J108,-0.67,-2.17
2011,2011-09-23,266,J109,-1.02,-1.78
2011,2011-09-23,266,J110,-0.92,-2.31
2011,2011-09-23,266,J111,-1.13,-2.85
2011,2011-09-23,266,J112,-0.75,-2.25
2011,2011-09-23,266,J113,-0.89,-2.1
2011,2011-09-23,266,J114,-0.78,-2.43
2011,2011-09-23,266,J115,-0.97,-2.31
2011,2011-09-23,266,J116,-1.06,-1.98
2011,2011-09-23,266,J117,-0.88,-2.33
2011,2011-09-23,266,J118,-0.89,-2.04
2011,2011-09-23,266,J119,-0.97,-2.13
2011,2011-09-23,266,J120,-1.21,-2.46
2011,2011-09-23,266,J121,-0.96,-2.28
2011,2011-09-23,266,J122,-0.98,-2.07
2011,2011-09-23,266,J123,-0.99,-2.16
2011,2011-09-23,266,J124,-1.16,-2.41
2011,2011-09-23,266,J125,-0.85,-2.07
2011,2011-09-23,266,J126,-0.95,-2.46
2011,2011-09-23,266,J127,-1.12,-2.45
2011,2011-09-23,266,J128,-0.74,-2.3
2011,2011-09-23,266,J129,-1.01,-2.2
2011,2011-09-23,266,J130,-0.71,-2.5
2011,2011-09-23,266,J131,-0.84,-2.61
2011,2011-09-23,266,Jnate,-0.95,-2.78
2011,2011-10-26,299,P001,-1.21,-1.12
2011,2011-10-26,299,P002,-1.16,-1.61
2011,2011-10-26,299,P003,-1.24,-1.36
2011,2011-10-26,299,P004,-1.44,-1.57
2011,2011-10-26,299,P005,-1.58,-1.63
2011,2011-10-26,299,P006,-1.53,-1.69
2011,2011-10-26,299,P007,-1.44,-1.51
2011,2011-10-26,299,P008,-1.44,-1.54
2011,2011-10-26,299,P009,-1.57,-1.59
2011,2011-10-26,299,P010,-1.52,-1.38
2011,2011-10-26,299,P011,-1.86,-1.73
2011,2011-10-26,299,P013,-1.62,-1.91
2011,2011-10-26,299,P014,-1.57,-1.61
2011,2011-10-26,299,P015,-1.87,-2.02
2011,2011-10-26,299,P016,-1.45,-1.66
2011,2011-10-26,299,P017,-1.8,-1.79
2011,2011-10-26,299,P018,-1.61,-1.72
2011,2011-10-26,299,P020,-1.16,-1.55
2011,2011-10-26,299,P021,-1.51,-1.7
2011,2011-10-26,299,P022,-1.09,-1.49
2011,2011-10-26,299,P023,-1.56,-1.83
2011,2011-10-26,299,P024,-1.91,-2.01
2011,2011-10-26,299,P025,-1.78,-1.89
2011,2011-10-26,299,P026,-1.7,-1.89
2011,2011-10-26,299,P027,-1.15,-1.84
2011,2011-10-26,299,P028,-1.57,-1.83
2011,2011-10-26,299,P029,-1.13,-1.59
2011,2011-10-26,299,P030,-1.74,-1.83
2011,2011-10-26,299,P031,-1.53,-1.95
2011,2011-10-26,299,P032,-1.42,-1.87
2011,2011-10-26,299,J101,-0.78,-0.78
2011,2011-10-26,299,J102,-1.23,-1.3
2011,2011-10-26,299,J103,-1.28,-1.33
2011,2011-10-26,299,J104,-1.08,-1.15
2011,2011-10-26,299,J105,-0.98,-1.15
2011,2011-10-26,299,J106,-1,-1.08
2011,2011-10-26,299,J107,-1.48,-1.35
2011,2011-10-26,299,J108,-1.5,-1.53
2011,2011-10-26,299,J109,-1.73,-1.28
2011,2011-10-26,299,J110,-1.25,-1.3
2011,2011-10-26,299,J111,-1.88,-1.88
2011,2011-10-26,299,J112,-1.8,-1.75
2011,2011-10-26,299,J113,-1.69,-1.63
2011,2011-10-26,299,J114,-1.78,-1.85
2011,2011-10-26,299,J115,-1.65,-1.68
2011,2011-10-26,299,J116,-1.48,-1.48
2011,2011-10-26,299,J117,-1.25,-1.35
2011,2011-10-26,299,J118,-1.38,-1.48
2011,2011-10-26,299,J119,-1.18,-1.18
2011,2011-10-26,299,J120,-1.55,-1.6
2011,2011-10-26,299,J121,-1.73,-1.93
2011,2011-10-26,299,J122,-1.48,-1.55
2011,2011-10-26,299,J123,-1.4,-1.45
2011,2011-10-26,299,J124,-1.23,-1.35
2011,2011-10-26,299,J125,-0.88,-1.08
2011,2011-10-26,299,J126,-1.28,-1.33
2011,2011-10-26,299,J127,-1.33,-1.45
2011,2011-10-26,299,J128,-1.18,-1.43
2011,2011-10-26,299,J129,-1.05,-1.3
2011,2011-10-26,299,J130,-1,-1.08
2011,2011-10-26,299,J131,-1.55,-1.65
2011,2011-10-26,299,Jnate,-1.08,-1.28
2012,2012-02-10,41,P001,-1.25,-1.27
2012,2012-02-10,41,P002,-1.15,-1.22
2012,2012-02-10,41,P003,-1.7,-1.77
2012,2012-02-10,41,P004,-1.45,-1.52
2012,2012-02-10,41,P005,-1.28,-1.49
2012,2012-02-10,41,P006,-1.3,-1.43
2012,2012-02-10,41,P007,-0.93,-1.47
2012,2012-02-10,41,P008,-2.05,-1.38
